Run 1863, SubRun 9, Event 305, Island 47, Time 106409, Calo 0
524.725, 184.063
7.5, 102.442
953.129, 233.81
544.921, 193.469
126.863, 119.819
684.457, 209.536
276.217, 153.349
793.407, 213.57
813.603, 222.977
664.261, 200.129
256.021, 143.943
395.571, 165.378
147.059, 129.226
12.696, 105.468
932.933, 224.403
12.696, 99.4164
818.799, 226.003
818.799, 219.951
415.767, 174.785
261.217, 146.969
-12.696, 93.0356
281.413, 156.375
-7.5, 90.0097
121.667, 116.793
798.603, 216.596
927.737, 227.429
261.217, 140.917
529.921, 187.089
550.117, 196.495
141.863, 132.251
947.933, 230.784
390.375, 162.352
END
Run 1863, SubRun 9, Event 305, Island 75, Time 695780, Calo 0
524.725, 208.27
141.863, 150.407
395.571, 189.585
410.571, 195.966
947.933, 254.991
-7.5, 114.217
679.261, 230.717
12.696, 123.624
121.667, 141
818.799, 244.158
126.863, 144.026
793.407, 237.777
953.129, 258.017
256.021, 168.15
281.413, 174.531
798.603, 240.803
664.261, 224.336
953.129, 251.965
415.767, 198.992
684.457, 233.743
550.117, 214.651
927.737, 251.636
147.059, 153.433
932.933, 248.61
544.921, 217.676
953.129, 258.017
529.921, 211.296
659.065, 227.362
390.375, 186.56
524.725, 208.27
276.217, 177.556
664.261, 230.388
813.603, 247.184
261.217, 165.124
END
